MAP_ID,sim_count_knn,calls_ratio,sms_ratio,vol_ratio,active_days__allweek__allday__callandtext,number_of_contacts__allweek__allday__text,number_of_contacts__allweek__allday__call,call_duration__allweek__allday__call__std,call_duration__allweek__allday__call__mean,percent_nocturnal__allweek__allday__text,percent_nocturnal__allweek__allday__call,percent_initiated_conversations__allweek__allday__callandtext,percent_initiated_interactions__allweek__allday__call,response_delay_text__allweek__allday__callandtext__std,response_delay_text__allweek__allday__callandtext__mean,response_rate_text__allweek__allday__callandtext,entropy_of_contacts__allweek__allday__text,entropy_of_contacts__allweek__allday__call,balance_of_contacts__allweek__allday__text__std,balance_of_contacts__allweek__allday__text__mean,balance_of_contacts__allweek__allday__call__std,balance_of_contacts__allweek__allday__call__mean,interactions_per_contact__allweek__allday__text__std,interactions_per_contact__allweek__allday__text__mean,interactions_per_contact__allweek__allday__call__std,interactions_per_contact__allweek__allday__call__mean,interevent_time__allweek__allday__text__std,interevent_time__allweek__allday__text__mean,interevent_time__allweek__allday__call__std,interevent_time__allweek__allday__call__mean,percent_pareto_interactions__allweek__allday__text,percent_pareto_interactions__allweek__allday__call,percent_pareto_durations__allweek__allday__call,number_of_interactions__allweek__allday__text,number_of_interactions__allweek__allday__call,number_of_interaction_in__allweek__allday__text,number_of_interaction_in__allweek__allday__call,number_of_interaction_out__allweek__allday__text,number_of_interaction_out__allweek__allday__call,number_of_antennas__allweek__allday,entropy_of_antennas__allweek__allday,percent_at_home__allweek__allday,radius_of_gyration__allweek__allday,frequent_antennas__allweek__allday,churn_rate__std,churn_rate__mean,calls_ratio_var,sms_ratio_var,vol_ratio_var,calls_entropy,sms_entropy,sms2calls_ratio,calls_isolation,sms_isolation,og_calls_work_ratio,og_sms_work_ratio,og_vol_work_ratio,ic_calls_work_ratio,ic_sms_work_ratio,ic_vol_work_ratio,og_calls_peak_ratio,og_sms_peak_ratio,og_vol_peak_ratio,ic_calls_peak_ratio,ic_sms_peak_ratio,ic_vol_peak_ratio,og_calls_week_ratio,og_sms_week_ratio,og_vol_week_ratio,ic_calls_week_ratio,ic_sms_week_ratio,ic_vol_week_ratio,dist2d,calls_dist_mean,sms_dist_mean,calls2d_ratio,sms2d_ratio
0,70135.41066281986,1.0001461853614584,0.8681046504777229,1.04844631927247,27.395578448346406,76.0220998533207,28.487528596436103,124.52285365246085,69.74763477820424,0.3721985313618301,0.3950487333727532,0.27120015122835234,0.5371282808420984,207.54742337865454,200.0709912310369,0.12718656470718115,3.3249846763465123,1.866075178357042,0.02197350256777712,0.014243504442151991,0.02958291692429553,0.03399350037289605,8.109384819566728,4.391120598739967,23.722934891510725,8.932283992743516,32098.236641978943,17279.958806640152,98938.94528613283,103578.03434471099,0.12421889985815499,0.2518781342015453,0.08433374195806348,350.1798451838866,435.439446484036,156.1621550487968,223.1023998396557,194.01769013508982,212.33704664438045,22.783114561518975,1.4618533049976998,0.5670235596416533,22.660753751145744,4.492568915791719,0.12084371367722849,0.18648553146185773,0.0546505927341119,0.0200869408257204,0.00111615868948406,7.7180330712049905,7.06678736080084,1.15243204564978,1608.0,1594.0,0.0415400988327852,0.0333406482425341,0.0009614090106513571,0.0170605313511355,0.0177580393629858,0.000823853515321094,1.6937090383974498,0.9419798575288629,1.5940574609151204,1.59316347207919,0.894024533842095,1.73806224014111,0.27647445919381,0.2955002368756369,0.286567362889688,0.288912661826416,0.297683098153532,0.291084613986111,21.542400485184498,39.1061367980864,26.3051892483068,0.17373455432666196,0.31929295498675897
1,102213.51025750312,0.9445091933788484,0.8331192172716055,0.9891802120930606,27.200231730426374,78.3109276849383,27.028387629508014,118.72934606626488,67.11361551037251,0.3903829911684631,0.3995621200378081,0.26047022217674026,0.5488908366471801,195.24688733503294,195.0542358943401,0.11202561869085063,3.3490840373559108,1.8408767827887194,0.022226819201136425,0.014195762133272295,0.02960510968185011,0.03548822865585762,8.177934780600213,4.427430850318198,19.486662084670044,7.730815594918812,31962.27595611724,17039.94019725456,103817.77778888027,109454.57087904096,0.12358417770116364,0.26711609939475334,0.08404781010175423,363.1486094743811,352.71673519388577,158.33367794330587,181.94908579112868,204.81493153107502,170.7676494027572,21.057086165277184,1.405888298808147,0.5764154270686647,24.873635422651077,4.320082034516907,0.11125670496088139,0.17382987539577027,0.0286774479894869,0.00843183143361054,0.00104185408463331,7.22435517156222,6.80660102417613,0.7859488524252971,1608.0,1601.0,0.031298806292131,0.0335123570578842,0.0011286898667738198,0.0106733083764672,0.0196187692233359,0.0007587808269834991,1.8749971476165501,0.8908218773353729,1.7097577206516599,1.96185996574555,0.924810082872928,2.5625665035113903,0.277424717198777,0.30081022061233303,0.292525312255197,0.285223642850706,0.2992401605851,0.285766711333193,28.658524778035304,35.2322619358667,24.7769239611599,0.147994361014132,0.312894480815048
2,28170.380499405008,0.9205869937811124,0.8597367635971714,0.9872195033019159,27.317750108390875,75.96904267667298,25.049287489629496,117.81858267456447,66.43305360203998,0.36681101295736934,0.38697900968231136,0.25717918564284625,0.5443959861299379,182.14690386385038,182.68379212961963,0.11061847541169377,3.3241217645899335,1.765604974723896,0.02225054675362315,0.014622316242224317,0.029902729894445264,0.03835432132568917,8.141959605418444,4.4581773700906435,20.698162086059483,8.380110595438618,31594.286304782792,16942.106690902565,105271.79584277197,113775.50114023821,0.12045711541786198,0.27303750394069,0.08312519773201628,357.32162551470725,362.91411992376635,157.48168598897269,188.34870009418213,199.83993952573454,174.5654198295846,22.183713877777805,1.404125761466478,0.5878089921784815,21.748412240021352,4.267284368354679,0.12087327334247944,0.18509062869797488,0.226781452832953,0.0363797457229957,0.0184789741913402,7.555700010511531,6.9405511096608095,1.08590743129117,1609.0,1596.0,0.0382783418194265,0.0333406482425341,0.000735889631470053,0.0196724144081111,0.0232961971337158,0.000823853515321094,1.26497130274699,0.8494983907094051,1.76786009363812,1.22819933074071,0.7713655350215051,1.73806224014111,0.224852435702308,0.3044660992073,0.287913075339359,0.271605595129491,0.300278764849358,0.28779487927881503,21.0021642011229,36.090083514899604,26.9657025033082,0.16885408220886,0.305620829925198
3,21153.481514701245,0.5920840119285454,1.4285589533079848,0.9858803551399881,26.746257409455254,74.75534788721524,16.258559341411427,105.95377769238719,60.310933391551245,0.3584782952453308,0.3330048586368099,0.1944625019928591,0.5844979574538207,119.69797709853478,130.33716795185538,0.06290372068712563,3.2993091494826334,1.461139414040546,0.024441947610947878,0.016773707489037157,0.027532762440432918,0.042096736090089154,8.359336253025567,4.666070704185369,13.259844604358806,6.856346561712761,32750.842528492278,17077.121585212553,123837.7774975281,141270.9581049586,0.11631360229692952,0.32552684390352665,0.08053779627731164,366.49989119079345,181.71547818561726,151.0302088892272,96.26070563469757,215.46968230156597,85.45477255091951,16.672085488488584,1.130498836564416,0.6598018938675771,27.931591682642622,3.288765729298018,0.11857845853232134,0.17104508341291488,0.770666092936555,0.0941532588505935,0.00249617192098987,6.63409433514733,7.3167104120803,1.91907426439801,1607.0,1575.0,0.0856456437428883,0.0405734532417189,0.000981464509943329,0.0251320521834314,0.0414254893126655,0.0007232434409766231,0.678041625925409,0.9419798575288629,4.45188656378767,1.59316347207919,0.8227744519574491,1.6619578909483501,0.32209136246393,0.283996465754008,0.28526519917009996,0.28452647843516604,0.303816446226656,0.27774155883653195,41.5397839460559,46.9388691921044,62.8197289906769,0.0892445469997627,0.37315165099935493
4,40458.66798067551,1.3404201878592732,0.8772071239471294,0.9964776358734165,26.848923677663773,78.51019378055629,24.307875998835755,115.8377406672104,65.92989765910555,0.3703952542247155,0.37666493115870825,0.2518224671870048,0.5636526234577143,179.36165308236872,184.1019617124067,0.0984326381343992,3.3497392730846767,1.7331165497032517,0.022850166197406614,0.01542819529855997,0.029423877518733342,0.04063078530688323,7.972405462071617,4.378775624362593,15.878664553204294,6.946734287216963,33711.5820768676,17946.21108892631,106449.64474578362,116980.03974083309,0.12766925554181177,0.28802918118493603,0.0866632798317429,361.75196698413225,276.0448994081975,153.77641856143077,143.4391076426319,207.9755484227014,132.6057917655656,21.210691630720085,1.4349105075241941,0.5573904866791738,27.851045800785215,4.588649320357068,0.11996932872286441,0.19278476312018775,0.0133052510501272,0.0541976267654232,0.00360229308361344,7.59348078225872,7.865069936401929,0.6172028590678299,1608.0,1603.0,0.0305750305283273,0.0239175401956572,0.0033087510213691,0.0393519858614852,0.0123532573855675,0.00342346984304925,1.0009187708159,1.1205875589283703,1.05814154009418,0.789247519494001,0.9031542551456441,1.04319910929672,0.294723508562623,0.30034794599942,0.303187000020709,0.292052486464544,0.293992266342746,0.298154171712501,42.4148278466807,39.1586529757805,38.5918093634397,0.166154303671012,0.34457550278019006
5,22417.17507916338,1.2124219874362945,1.0399313359149598,0.9947364231240813,26.923188301563712,81.0904482222392,24.93864321516891,117.21069827891691,67.85333346056953,0.36144624565830613,0.3802237418253596,0.25456922273203003,0.5645476725261583,193.00784622056145,201.64819244309385,0.10038131930259948,3.378512887724027,1.8363816577336758,0.022104521175984784,0.014630920309906377,0.02945834474576652,0.03638136462256628,8.277257687719459,4.509098634841023,14.535930850712397,6.186467065828,33092.70209825303,17515.30219330549,106046.99207050432,111330.95609479451,0.1258552035802269,0.27529453516480334,0.08569277700521435,390.67296137916907,255.64050279193143,164.1156550510801,136.88477203636924,226.55730632808903,118.75573075556211,22.193657426648027,1.4575989486832466,0.5447698568121117,31.668835631967983,4.807466300160582,0.1255061851036395,0.20112241730233388,0.00202406576639654,0.189875274990508,0.00133635222689754,7.906174478478019,8.13501705436966,0.454411263722395,1607.0,1599.0,0.00585008856881794,0.0164432469547956,0.00297292373906973,0.00560513309459824,0.0307531864521106,0.00404718412538948,2.28008298755187,1.35831144584032,0.801161988645408,2.8371734805211495,0.659983074018619,0.9019789280806229,0.275107952346503,0.27674819253685495,0.273919165383586,0.27597170228011997,0.30520759471926,0.28804743370994,41.7115772106681,40.6156363193342,43.7041720844979,0.156490254569419,0.353314684016263
6,25956.182579735596,1.2862641485016082,0.9431121796163564,1.0515201534956395,26.376631700797326,71.51193214160426,24.356151962288916,115.81171538053721,66.57047474541567,0.38640451989087254,0.39271050558984305,0.261329630401871,0.5503010973074421,182.40942783483115,193.11354345577467,0.09775450693265131,3.284960485322696,1.7652220966580963,0.023347590962877182,0.015903236429456968,0.02956924479521329,0.041374700703907065,7.399307875824178,4.138980229284683,13.567026248916745,5.78407709648972,37854.36728772835,20012.054336653873,107575.18814552018,116700.86612792607,0.13723368825300908,0.2902747277448067,0.09108778911312919,314.6534480240673,252.42177640073677,135.6764170483774,131.88486021663945,178.97703097568967,120.5369161840974,18.780193074980314,1.447684824346121,0.5476996933135538,27.15568244633796,4.368763614634843,0.1385312820873715,0.21979975861968287,0.00942297915729485,0.0617621289733127,0.10888210835539099,7.4341848769607495,7.29110160475119,0.5949918808331031,1601.0,1589.0,0.0284576527953485,0.0164432469547956,0.00342786155157903,0.0242364515704143,0.024717033313712004,0.00367963691271561,1.57530868880754,0.9632873980700071,1.1284245968456499,1.41729272266474,0.8518861095471729,1.06881129271917,0.284959945825305,0.27999417235267,0.28354942220829105,0.29449774890957103,0.295944331546858,0.291271776279961,61.571495466088706,40.195683943384296,43.7202299649782,0.147665534371552,0.295438239061797
7,10524.789163633704,1.0548556854673772,0.7307956375197829,1.294020966180065,26.257591998077427,73.93363347110325,22.237743595103147,112.77297285947282,64.62068234952778,0.3725852735799398,0.3635331191178915,0.23383204248454914,0.5597251099649138,151.7789495240431,155.08579267503276,0.0847127418587094,3.2992899010372208,1.6122977879688614,0.023685849862036173,0.016525538186788487,0.027323474856922797,0.04459014441927387,7.1882437936059285,4.0962768450694345,12.721961658312233,6.035162380147292,37698.68037193397,19853.018126502848,109552.94969385119,125950.5941405888,0.13648322305783545,0.31220460683565726,0.09115613649571502,316.8759614532378,241.58295515214735,134.58555981666677,126.50962861458625,182.2904016365704,115.07332653756097,19.165279610297528,1.403455003104502,0.5699976119690884,32.10314757084038,4.4649016009839135,0.13674940099967486,0.22009984390022813,0.127750296590634,0.0418003035617093,0.22190082482313397,7.8402889228608394,6.822557249628541,0.5820204019723829,1606.0,1600.0,0.0357014524169897,0.041292392458067,0.0018360019484464601,0.014931431280915002,0.0364905337416977,0.0037437282165254,1.57530868880754,0.6855534405248879,1.3226359126476799,1.41729272266474,0.8518861095471729,0.9554546744219041,0.27659534704586203,0.29346094589257105,0.28354942220829105,0.284441310821947,0.28588383508482396,0.286479879157787,70.70813488390459,49.019626831488,51.3441226508873,0.11964223122105,0.21148686625934698
8,5115.342904877265,1.5235036250789196,0.966162606759879,0.9457151341385225,25.86873664315134,66.68184465421068,25.642449367879333,114.25152025774196,64.68658819050263,0.387233997809102,0.3767619547454639,0.2622425252856906,0.5706826866573911,184.00132951323937,174.9103592243143,0.11133391501938954,3.231687182592925,1.6416033153707938,0.0257737258317414,0.019174820431912605,0.028054796526082674,0.04424936544519991,6.994957784487403,4.11452920587756,15.099105113595778,6.425800416002028,41282.55199336026,21980.13626287431,98554.58694722777,111778.21368315052,0.13989346553098736,0.280352236231769,0.0923911420919199,287.6807790688124,317.35568066428476,122.3768241082118,164.04647806337647,165.30395496060007,153.30920260090807,18.671684036372646,1.3948044972135554,0.5632239672535628,28.715970325422997,4.348066218880905,0.1473568693852849,0.23778541709271872,0.0453402556354325,0.202907638541907,0.00676369785359021,8.2422662961381,7.80176802841147,0.5409762023715701,1606.0,1585.0,0.007942869153624429,0.0212431603823799,0.00456729640837555,0.0361070652676214,0.0366983209766392,0.00455340639491669,3.99532644101402,3.38390450519831,1.18206058276682,0.41213278805704295,0.9469462065826529,0.7563309276782891,0.28586844301298703,0.278789635405359,0.31215562671916103,0.292036917022719,0.28666473974809803,0.300955144869145,55.45014429931889,53.2889122401832,47.9604932013957,0.19549827788192398,0.306879358214689
9,10969.91665595534,1.351323163463366,0.9158211880132755,1.1638362022520583,25.51941788640763,67.8027918909083,17.997548259391895,107.05120128439675,60.35991247818235,0.37716542806753817,0.3444622136535607,0.21281216992603544,0.5912118245950638,130.25862313579975,132.53541705367104,0.07394798522278173,3.225674502584066,1.3895314121927265,0.02685671224949371,0.02027540025994246,0.026366463158586057,0.047093565874279354,7.080670424521284,4.231870951742084,11.058584471808508,5.34641845873064,42115.1408123691,22091.967650615974,113681.76029363133,132945.50503657112,0.1375701615560801,0.3201986939430713,0.09170302747042336,302.60475702086325,206.25546738177113,123.82692879153984,108.92848918951164,178.7778282293234,97.32697819225933,15.03425200510391,1.1021383107310117,0.6582128690640787,30.2066623002614,3.2540473531092644,0.12813505966321953,0.20006438852405428,0.0454728066023988,0.7388812852567479,0.10422663536428999,7.14197375763141,7.18673579766898,0.48542436715685905,1600.0,1552.0,0.0262864963960849,0.0212431603823799,0.0040620276078005,0.0251320521834314,0.0366983209766392,0.00431604737804112,1.33644301813568,1.06573492042263,0.8473032629558539,7.01337325349301,0.9734212874665359,0.5531773987657049,0.284750322870716,0.283996465754008,0.28426396890119,0.289123973773299,0.26799619299716604,0.286352538422759,56.7508971799613,54.0149583148879,53.8003111344028,0.117087133862592,0.253291722494913
