MAP_ID,sim_count_knn,calls_ratio,sms_ratio,vol_ratio,active_days__allweek__allday__callandtext,number_of_contacts__allweek__allday__text,number_of_contacts__allweek__allday__call,call_duration__allweek__allday__call__std,call_duration__allweek__allday__call__mean,percent_nocturnal__allweek__allday__text,percent_nocturnal__allweek__allday__call,percent_initiated_conversations__allweek__allday__callandtext,percent_initiated_interactions__allweek__allday__call,response_delay_text__allweek__allday__callandtext__std,response_delay_text__allweek__allday__callandtext__mean,response_rate_text__allweek__allday__callandtext,entropy_of_contacts__allweek__allday__text,entropy_of_contacts__allweek__allday__call,balance_of_contacts__allweek__allday__text__std,balance_of_contacts__allweek__allday__text__mean,balance_of_contacts__allweek__allday__call__std,balance_of_contacts__allweek__allday__call__mean,interactions_per_contact__allweek__allday__text__std,interactions_per_contact__allweek__allday__text__mean,interactions_per_contact__allweek__allday__call__std,interactions_per_contact__allweek__allday__call__mean,interevent_time__allweek__allday__text__std,interevent_time__allweek__allday__text__mean,interevent_time__allweek__allday__call__std,interevent_time__allweek__allday__call__mean,percent_pareto_interactions__allweek__allday__text,percent_pareto_interactions__allweek__allday__call,percent_pareto_durations__allweek__allday__call,number_of_interactions__allweek__allday__text,number_of_interactions__allweek__allday__call,number_of_interaction_in__allweek__allday__text,number_of_interaction_in__allweek__allday__call,number_of_interaction_out__allweek__allday__text,number_of_interaction_out__allweek__allday__call,number_of_antennas__allweek__allday,entropy_of_antennas__allweek__allday,percent_at_home__allweek__allday,radius_of_gyration__allweek__allday,frequent_antennas__allweek__allday,churn_rate__std,churn_rate__mean,calls_ratio_var,sms_ratio_var,vol_ratio_var,calls_entropy,sms_entropy,sms2calls_ratio,calls_isolation,sms_isolation,og_calls_work_ratio,og_sms_work_ratio,og_vol_work_ratio,ic_calls_work_ratio,ic_sms_work_ratio,ic_vol_work_ratio,og_calls_peak_ratio,og_sms_peak_ratio,og_vol_peak_ratio,ic_calls_peak_ratio,ic_sms_peak_ratio,ic_vol_peak_ratio,og_calls_week_ratio,og_sms_week_ratio,og_vol_week_ratio,ic_calls_week_ratio,ic_sms_week_ratio,ic_vol_week_ratio,dist2d,calls_dist_mean,sms_dist_mean,calls2d_ratio,sms2d_ratio
0.0,81782.72521346346,1.115532788443856,0.8775233057420373,1.0590063030963164,27.42883169598919,75.6342961242426,29.438119798830964,126.68041675822342,70.59002444015682,0.3768330952857146,0.40113537886791434,0.27663792233892176,0.5350021397538376,212.74767655802955,203.7470278600138,0.1317308596952084,3.322667517506599,1.8893917446899202,0.021887922412128336,0.014124132874692748,0.029701632284314626,0.03364536514648128,8.114429425752165,4.385621923457464,24.604864666054404,9.142876126150977,32025.131663569908,17248.516509676112,97367.6743890641,101603.98096963277,0.12430735367234527,0.24799590934344712,0.08408959060794215,347.0371501155147,469.91138061156624,155.39324658865326,239.88075998256616,191.64390352686138,230.0306206290002,22.789614338245322,1.489079535649905,0.5560105572957101,22.547979662490153,4.5321548541747285,0.12129465664463698,0.18833515343664142,0.0514066230008512,0.0200869408257204,0.00138886524208003,7.7180330712049905,7.06678736080084,1.0831422219382398,1608.0,1594.0,0.0382783418194265,0.0330639352829832,0.00238367073658012,0.0170605313511355,0.0247258047923507,0.00112011737151362,1.52101183190534,0.9566891441891441,1.59397067508923,1.52908188145587,0.9507633142990329,1.43013319929631,0.27647445919381,0.29437908229438897,0.284558825114523,0.290555085160458,0.299556313888922,0.29093931028699394,20.770828680918502,39.1061367980864,25.3969202702804,0.179575091177474,0.35028342361680603
1.0,110736.04643836974,0.9025546179779765,0.8173087214796154,0.9897007312975791,27.24341198175624,79.13645089726752,27.36206871338229,119.24263434424068,67.30912226116403,0.38892424104277207,0.3999533334214769,0.261915018527579,0.54737985739155,197.13649594829062,196.43839993240087,0.11345452196791467,3.356277521103959,1.851733025638385,0.0220348524633109,0.014054903636165805,0.02956404226011704,0.035175467838627364,8.193610202770348,4.42349345533237,19.754800750812493,7.789641360947382,31771.020516529166,16951.471481897646,103113.80370676046,108475.74873616274,0.12360417283758528,0.26538522978828577,0.08401316647590436,367.5685730677083,359.46282102863785,160.54014503048273,185.26383441123255,207.0284280372255,174.1989866174053,21.401473676485644,1.4210208260444825,0.5720398154461036,25.063260731471,4.392716998539395,0.11126628161065549,0.1744278160386404,0.0457958212922063,0.00843183143361054,0.0008890998942385869,7.28992540413562,7.03107629209957,0.7859488524252971,1608.0,1599.0,0.0329157520098221,0.0337453392173137,0.0011286898667738198,0.0124246680273435,0.0195241048085965,0.0007587808269834991,1.6937090383974498,0.8908218773353729,1.7097577206516599,1.96185996574555,0.924810082872928,2.5625665035113903,0.277424717198777,0.30081022061233303,0.29227630990034603,0.28452647843516604,0.2992401605851,0.285766711333193,25.7865245954356,34.6057637963377,24.7769239611599,0.147994361014132,0.30627645460853004
2.0,32373.082973316075,0.923153342142205,0.870000359714249,0.9824442830653607,27.37031437752693,75.3273002589395,26.397406787002694,121.08697629912614,67.83059094520966,0.37020556603596266,0.39212591330186125,0.26486559397254356,0.5405703699847395,192.41327564077923,189.3146365721453,0.11861719053235782,3.319695461086492,1.8041033027212248,0.022145181170518648,0.014485212709877243,0.02994925371141168,0.036764478316854206,8.117875495056015,4.431673508058536,22.416930421121226,8.81301759729788,31720.917996271168,17029.758913390273,102555.57651486044,109286.30540287033,0.12135463439574437,0.2623469590769944,0.08322653978763878,352.5039970507533,395.63427285973506,156.25212603769253,204.52693390655023,196.25187101306074,191.10733895318515,22.34645544071957,1.4289176253492704,0.5788959541321445,21.72390836836361,4.309779902694356,0.1246157445339625,0.1901256842503191,0.162853680498862,0.0363797457229957,0.0184789741913402,7.555700010511531,7.06678736080084,1.08590743129117,1608.0,1595.0,0.0382783418194265,0.0333406482425341,0.0007745346927617309,0.0196724144081111,0.0195943888014553,0.000823853515321094,1.26497130274699,0.888465486670607,1.59397067508923,1.22819933074071,0.7713655350215051,1.73806224014111,0.224852435702308,0.288206599592558,0.287913075339359,0.271605595129491,0.300278764849358,0.28779487927881503,21.0021642011229,36.090083514899604,26.9657025033082,0.16885408220886,0.305620829925198
3.0,22317.369001734787,0.6437416772186583,1.3147336841954043,0.9740259804561961,26.620725320152655,73.83830070586757,15.646794115612378,103.70999911800682,59.256605299700794,0.35861790522871756,0.33095786072590105,0.19283209871581464,0.5913554133581956,113.77640965475922,125.1860372892913,0.059010654066401144,3.288975754242605,1.4239906355935346,0.024948571453825896,0.017197920752086312,0.027540292689387763,0.04451009454181572,8.371158980476869,4.692358685923325,11.682500481104428,6.2721146508704315,33234.50014421918,17287.77807253596,123955.48745235107,143609.4295655797,0.11639005257262615,0.33345562086150493,0.0807192078547288,364.1720435395794,160.97803717618666,148.07188691855333,84.90117328655226,216.10015662102577,76.07686388963423,16.770627606610095,1.1376642405305382,0.6581237164207353,28.587046037777316,3.3899734820255016,0.1192998085907991,0.17516965017644637,0.770666092936555,0.0941532588505935,0.00249617192098987,6.63409433514733,7.3167104120803,1.91907426439801,1607.0,1575.0,0.0856456437428883,0.0405734532417189,0.000981464509943329,0.0251320521834314,0.0414254893126655,0.0007232434409766231,0.678041625925409,0.9011243077955741,2.49144286466561,1.52908188145587,0.743408285248532,1.6619578909483501,0.32209136246393,0.283996465754008,0.28526519917009996,0.281891659013687,0.303816446226656,0.27774155883653195,41.5397839460559,46.9388691921044,62.8197289906769,0.0892445469997627,0.36381635164064796
4.0,56157.649186043964,1.2641677016474266,0.9125752072823144,0.9935096541841699,27.382053049818126,81.56932026956767,31.747279901740555,127.3876657888552,71.04352955415914,0.3810767406935519,0.4046952905782973,0.2847962856508458,0.5458284983273812,227.81152092686432,214.20613430332511,0.13776180340520572,3.389820143936606,1.9576060173040377,0.021293293764602962,0.013831471807966508,0.029085183970418586,0.033680557709669295,8.107506186571483,4.366137525634861,24.862233793679252,9.193888248811515,31755.084533028315,16986.32122497314,93041.78525655172,97197.83218608408,0.12669899854919475,0.24596796825277537,0.08495477013690864,375.0181605848147,464.1354457973944,163.8308924716579,238.98306948182596,211.18726811315682,225.15237631556846,22.048038450470433,1.4810648415323757,0.5440289816282863,27.704162493950403,4.581802943335264,0.12195240014819746,0.19225158712352294,0.0133052510501272,0.0319777005567916,0.00469636422684681,7.59348078225872,7.00521190352909,0.6172028590678299,1608.0,1603.0,0.0237509049149453,0.0239175401956572,0.0033087510213691,0.0287271477682789,0.0157487335663437,0.0037097689162158202,1.4159551450573502,1.1205875589283703,0.9370269205158521,0.789247519494001,0.97068653947642,1.04319910929672,0.294723508562623,0.291803357633705,0.293344515689127,0.292052486464544,0.293992266342746,0.292127114245224,45.660815951606295,39.1586529757805,37.4492210846955,0.157051025149094,0.295438239061797
5.0,28138.901421711595,1.2258488321750913,1.0114365762924182,1.0025986446490465,26.88811863848309,79.9064208047934,24.546915916220335,116.89045187961467,67.45622518451741,0.3686767916000239,0.3838584144419822,0.2522742578627149,0.5639279759719313,189.04833759714217,198.0528166831616,0.09892768268168252,3.3655372248394224,1.815180960670492,0.022336686889495118,0.014778869225700693,0.029531682641908433,0.03673871423705416,8.174531131311007,4.47025123651629,14.693670731892242,6.261869561211529,33411.62100096306,17685.51431079265,106967.33833720346,112873.46936033106,0.12603680748970356,0.27719150559430994,0.08573359533124687,380.64080117882577,254.2409430442293,160.06825884505716,135.97458089536312,220.57254233376864,118.26636214886618,21.525722078725433,1.421893378476841,0.5608499380279277,31.24794710540271,4.637353394883285,0.12417580244219104,0.19740944291530269,0.00202406576639654,0.189875274990508,0.00191793310940497,7.53339115327168,8.13501705436966,0.454411263722395,1607.0,1598.0,0.004837953161546221,0.0196767736953578,0.00297292373906973,0.0055727559008145,0.0307531864521106,0.00377956477750447,2.47313902285594,1.1205875589283703,0.6924789644012951,2.8371734805211495,0.659983074018619,0.46324732655934797,0.275107952346503,0.27674819253685495,0.285994677906606,0.28200979739582,0.30520759471926,0.28804743370994,41.7115772106681,40.6156363193342,43.7041720844979,0.156490254569419,0.353314684016263
6.0,48925.4573264368,1.1844016591889523,0.9652862640671328,1.0301177875461345,26.74826012862164,72.16678624253898,27.685147979849596,121.1177726523921,68.38140626946478,0.3950207398993743,0.40724419521668187,0.27815774721233305,0.5404211607021082,205.32849307884592,205.14021425918207,0.11745444958075014,3.298579255008877,1.8588265359758587,0.02269999079513282,0.015137149174773589,0.029576748188190977,0.03804713513417868,7.569100847617126,4.169508533840487,18.40616768601091,7.212399681213044,36142.637050262754,19216.32813087108,100324.53452011655,106633.6295806541,0.13469487967239013,0.26733533817034627,0.08917826134439777,317.5623901914597,353.8840661044883,140.57804531000116,182.86529839766618,176.98434488145833,171.0187677068221,18.572988358785977,1.4459271545429186,0.5470431316019618,25.053051387686416,4.165202654559135,0.13516799344232,0.210941709847799,0.0122809853232814,0.0441528899267584,0.0528202261118312,7.4341848769607495,7.26956158111941,0.5949918808331031,1607.0,1597.0,0.0284576527953485,0.0139185790449121,0.00342786155157903,0.014931431280915002,0.024717033313712004,0.00310233067686629,1.57530868880754,0.9632873980700071,1.14519556481306,1.41729272266474,0.988646651939304,0.9700602737668291,0.284959945825305,0.28208649608295,0.285224338393346,0.29449774890957103,0.295944331546858,0.291271776279961,58.305425395168,39.4316904123985,38.3850114329027,0.128734409272753,0.22120986251474897
7.0,14152.134396929665,1.0719001043149285,0.7466295136359977,1.3386375022302877,26.223619456332486,72.66151622628054,22.199660623292466,114.03006512848975,65.26077580742707,0.37514076930184614,0.36621302531258154,0.23606118595032607,0.5596764470182557,151.3985118415734,154.5208634047524,0.08551382830439619,3.2828244741877906,1.6082313595226798,0.0239782831638017,0.01670572949407537,0.027491956276395228,0.04509602971729146,7.217945209490042,4.0892853129823825,12.768947164351006,6.200787377530227,38156.74239526273,20103.758167924374,109333.14550035782,125955.99829027582,0.13679725541926505,0.31229083556071624,0.09109579758298261,311.0189854426358,240.77251352969358,132.4308053418086,126.1627325810884,178.58818010082695,114.609780948605,18.337462677922545,1.3510014810409892,0.585593229058498,31.02613941805318,4.270960986071165,0.13505211320532953,0.21593451666490204,0.127750296590634,0.0441528899267584,0.22190082482313397,7.67840568528407,6.88506969469844,0.5820204019723829,1605.0,1579.0,0.0357014524169897,0.041292392458067,0.0018360019484464601,0.0217038070580292,0.0411611431017391,0.0038972556461747297,1.57530868880754,0.591492314984088,1.01694624246691,0.700883140276701,0.715360784991557,0.8839339579665358,0.294949836184092,0.29497376216140697,0.28726073691873605,0.297281028129733,0.29649154980055603,0.29246187032978604,70.70813488390459,49.019626831488,51.3441226508873,0.134624592853057,0.246881654529068
8.0,12293.430454561432,1.326749985537411,0.9569271240338653,0.996751063768032,26.486952699050384,73.33701582867863,30.173737055598362,123.42702731888701,68.83452470143006,0.38898105587604825,0.39120820560652797,0.2728162920562497,0.5554650389815542,211.51724404652006,195.16456102983605,0.12825534665133484,3.2983195528427895,1.8129924247924902,0.023853152920528746,0.01698660886729616,0.02754752324005959,0.03781369910163706,7.268775436556369,4.129238763666665,19.952925956522634,7.6599670406215825,38076.7078038584,20334.93404960542,93736.53947977535,101863.91777121759,0.13759086856169522,0.2583991579536777,0.09047472015371912,319.13083013180807,401.9532105860845,138.3594531152877,207.98901879904727,180.77137701652015,193.96419178703724,20.004640645123956,1.4343532204772376,0.5546608535706432,30.16376937691834,4.438535503297098,0.14521279203193008,0.2300010620818822,0.0396133725544322,0.0995733674220145,0.00676369785359021,7.79573674292063,7.18673579766898,0.5409762023715701,1606.0,1585.0,0.0158192401611586,0.0128711813715018,0.0039890048805457205,0.0361070652676214,0.015834964381536,0.0043296387276802895,1.6143158417069798,2.3132504739835698,1.18206058276682,0.41213278805704295,0.9469462065826529,1.04319910929672,0.28765693620720895,0.278789635405359,0.31215562671916103,0.292036917022719,0.28666473974809803,0.300955144869145,55.45014429931889,49.3321353833154,39.314245526297704,0.19549827788192398,0.306879358214689
9.0,6962.441893411125,1.2053442206119025,1.1788698272958753,1.199929052158032,25.577695008410434,68.96046849111325,15.93556596203175,105.22287147919543,59.614141133761926,0.3686178376756542,0.3288047402739941,0.19537065343252377,0.5949670379118823,118.13503548122918,123.81028175958531,0.0638069455559342,3.2354976097795847,1.347632217451942,0.02668911332858449,0.02017330221322462,0.02578547317277483,0.04564221587278963,7.2287290555216135,4.297618157405185,11.08650177931458,5.693396005340637,41268.32043570849,21550.566658749238,119257.16699887576,138520.34762068704,0.13471194174728812,0.32699651024727855,0.09050333002477016,314.7676843892514,173.45929568118353,127.94868335280411,93.7291256449635,186.81900103644725,79.73017003621993,15.027857316389438,1.1051975971149486,0.6578528597464242,31.187609082157504,3.2130807889006188,0.1289481131971236,0.19842001542827914,0.0454728066023988,0.0995733674220145,0.00249617192098987,7.14197375763141,7.18673579766898,0.48542436715685905,1595.0,1552.0,0.0262864963960849,0.0269551763550834,0.0040620276078005,0.0380879515005775,0.0366983209766392,0.0043296387276802895,1.33644301813568,1.09348334010565,0.8473032629558539,7.01337325349301,1.07192148133158,0.5531773987657049,0.284750322870716,0.28315009472930297,0.28426396890119,0.28989961939512104,0.29649856381529804,0.286352538422759,56.7508971799613,54.0149583148879,53.8003111344028,0.117087133862592,0.253291722494913
