MAP_ID,sim_count_x,sim_count_y,calls_ratio,sms_ratio,vol_ratio,active_days__allweek__allday__callandtext,number_of_contacts__allweek__allday__text,number_of_contacts__allweek__allday__call,call_duration__allweek__allday__call__std,call_duration__allweek__allday__call__mean,percent_nocturnal__allweek__allday__text,percent_nocturnal__allweek__allday__call,percent_initiated_conversations__allweek__allday__callandtext,percent_initiated_interactions__allweek__allday__call,response_delay_text__allweek__allday__callandtext__std,response_delay_text__allweek__allday__callandtext__mean,response_rate_text__allweek__allday__callandtext,entropy_of_contacts__allweek__allday__text,entropy_of_contacts__allweek__allday__call,balance_of_contacts__allweek__allday__text__std,balance_of_contacts__allweek__allday__text__mean,balance_of_contacts__allweek__allday__call__std,balance_of_contacts__allweek__allday__call__mean,interactions_per_contact__allweek__allday__text__std,interactions_per_contact__allweek__allday__text__mean,interactions_per_contact__allweek__allday__call__std,interactions_per_contact__allweek__allday__call__mean,interevent_time__allweek__allday__text__std,interevent_time__allweek__allday__text__mean,interevent_time__allweek__allday__call__std,interevent_time__allweek__allday__call__mean,percent_pareto_interactions__allweek__allday__text,percent_pareto_interactions__allweek__allday__call,percent_pareto_durations__allweek__allday__call,number_of_interactions__allweek__allday__text,number_of_interactions__allweek__allday__call,number_of_interaction_in__allweek__allday__text,number_of_interaction_in__allweek__allday__call,number_of_interaction_out__allweek__allday__text,number_of_interaction_out__allweek__allday__call,number_of_antennas__allweek__allday,entropy_of_antennas__allweek__allday,percent_at_home__allweek__allday,radius_of_gyration__allweek__allday,frequent_antennas__allweek__allday,churn_rate__std,churn_rate__mean,sim_count,calls_ratio_var,sms_ratio_var,vol_ratio_var,calls_entropy,sms_entropy,sms2calls_ratio,calls_isolation,sms_isolation,og_calls_work_ratio,og_sms_work_ratio,og_vol_work_ratio,ic_calls_work_ratio,ic_sms_work_ratio,ic_vol_work_ratio,og_calls_peak_ratio,og_sms_peak_ratio,og_vol_peak_ratio,ic_calls_peak_ratio,ic_sms_peak_ratio,ic_vol_peak_ratio,og_calls_week_ratio,og_sms_week_ratio,og_vol_week_ratio,ic_calls_week_ratio,ic_sms_week_ratio,ic_vol_week_ratio,dist2d,calls_dist_mean,sms_dist_mean,calls2d_ratio,sms2d_ratio
0,67091.0,6709.1,1.0029155912314596,0.8808086509985451,1.0283169359126334,27.41199695325197,75.93109975376436,28.22809518250592,124.9627803862168,69.932477138304,0.37167954180169305,0.39457556918779974,0.2706794586994285,0.5357413912944765,206.9383274874006,199.85767840371312,0.12642355189035617,3.3255370151988233,1.8642851338020878,0.02191000493679714,0.014169584686520367,0.02959085364250506,0.0337502767553937,8.08178492588897,4.378449311066538,23.695669121917117,8.90205321591756,32151.800563135497,17334.764240529687,99181.1707402163,103689.7758283006,0.12487273385220259,0.2512051527037257,0.08465536253083596,348.30338328978934,429.4577260600443,155.487894089905,220.51423848473252,192.8154891998844,208.94348757531193,22.76410651503734,1.4664731884851008,0.5643612457157443,22.45862130779972,4.4927208500071245,0.1226597375069075,0.1897538858272067,6301.0,0.04715334638719615,0.02780575330521875,0.009662575098193998,7.679639422324501,7.15231237618452,0.8821175620572921,1608.0,1593.0,0.0362336049168664,0.03344562862188385,0.0016725398736157386,0.015576111966400949,0.01867621408222055,0.0009306398932147171,1.7371859165338799,0.9493345008590035,1.594014068002175,1.624301251620875,0.8598690160636245,1.69855367611729,0.27349430241279804,0.29149649376101894,0.286153860797898,0.288472876770012,0.2964333092752375,0.29145222366740353,21.284119262747552,39.0102115610235,26.3650591802533,0.17665482275206798,0.33912773731179047
1,105955.0,7063.666666666667,1.0080234273189632,0.8543419987632178,0.994759105868737,27.167443961634817,77.76618503863476,26.80834886893866,118.92504524744128,67.30372031375525,0.3890998250175523,0.39909554597688923,0.2607460455013851,0.5493726664458948,194.8253557390282,195.36648995024203,0.1116559162672957,3.3487161475473055,1.8351458969016847,0.0222837901884417,0.01430407325789504,0.02969009108578027,0.03584871795249904,8.061268003199901,4.391401012120077,19.277216931137808,7.667245132723968,32296.009220761145,17262.35147168405,104052.05568685355,109971.8543620941,0.12507469133587484,0.268573040294035,0.08496694804761086,357.2487258795193,346.92366174311815,155.81311415349984,179.2490707085036,201.43561172601935,167.6745910346145,20.579703185624474,1.3826918360697822,0.5809440573799449,24.409658011923742,4.208343082530447,0.1112174644897573,0.1725079474095485,6180.0,0.0224289843234305,0.00843183143361054,0.00104185408463331,7.22435517156222,6.784894800721871,0.514176903546077,1608.0,1603.0,0.0126287274854438,0.0326922327887874,0.00223781968809232,0.0106733083764672,0.0196187692233359,0.00120116791531358,1.9061546743226299,0.8908218773353729,1.59746879943751,1.96185996574555,0.8907781591705299,2.38424079754601,0.277424717198777,0.30081022061233303,0.292525312255197,0.285223642850706,0.299863616998951,0.28845334938477396,32.049886957505606,35.628525178257206,25.4024929957789,0.156187879715134,0.312894480815048
2,27191.0,9063.666666666666,0.8453401053238614,0.8102444790521978,0.9848039811377801,27.2475973105656,76.5016784261572,23.926811457759232,114.03503645794312,64.87398902058864,0.36152956401208697,0.3799180309674533,0.24854805041014297,0.5510447317442787,171.953001948919,175.24384585588135,0.10304977615637663,3.32338958051073,1.7280854646892203,0.022575713113694634,0.014971768415288633,0.029656069619732033,0.039894798110360265,8.261291991168134,4.519472705534377,18.823855492504332,8.062939823553632,31366.659444589503,16730.37485969943,107811.5951524391,118040.17031159163,0.11782725182972136,0.284223568141532,0.082253522705672,365.394564332721,332.936035755562,159.54344458150436,173.09453347777665,205.85111975121632,159.8415022777858,22.007985497329766,1.3491076453971533,0.6090928749453677,21.873728364181165,4.1644116858203,0.11587081199255467,0.1747123637819953,9469.0,0.25277134116996697,0.0363797457229957,0.00111615868948406,7.04286874571594,6.93251847275486,1.08590743129117,1609.0,1596.0,0.0382783418194265,0.0333406482425341,0.0007065525841995151,0.0196724144081111,0.041017839405003996,0.000612212495334631,1.26497130274699,0.8494983907094051,1.76786009363812,1.22819933074071,0.7713655350215051,1.73806224014111,0.224852435702308,0.307461477058827,0.287913075339359,0.271605595129491,0.300783293181149,0.28779487927881503,21.0021642011229,36.090083514899604,26.9657025033082,0.160402094720786,0.305620829925198
3,26343.0,8781.0,0.513470380022402,1.402430471665076,0.9799180221651023,26.636653970770368,73.95811111977707,15.165964461517968,103.69605893054101,59.164617390048704,0.35748806853060366,0.32747516914633695,0.188855127476147,0.5921879098107037,110.8421837890481,122.60420704765566,0.05727680168164296,3.2907271620292504,1.4137313371311402,0.024912935306678267,0.0172116077624149,0.027392055202281867,0.04395380366986703,8.370840144036352,4.698673289601136,11.979020600032996,6.518501778352303,33077.09573161707,17175.582564148164,125467.36516927766,144763.4373948523,0.115661352380427,0.33407162343487,0.0802542299532288,365.80911185098694,157.81445189328534,148.64020818087033,82.7885465519875,217.1689036701163,75.02590534129766,16.3337371716913,1.096577036919869,0.6734922479727931,28.782013151462166,3.225124265909573,0.11896327018689501,0.17166358063803566,10588.0,0.770666092936555,0.0941532588505935,0.00249617192098987,6.63409433514733,7.3167104120803,1.91907426439801,1607.0,1575.0,0.0856456437428883,0.0405734532417189,0.000981464509943329,0.0251320521834314,0.0414254893126655,0.0007232434409766231,0.678041625925409,0.9011243077955741,2.49144286466561,1.52908188145587,0.743408285248532,1.6619578909483501,0.32209136246393,0.283996465754008,0.28526519917009996,0.281891659013687,0.303816446226656,0.27774155883653195,42.518873000327,46.9388691921044,62.8197289906769,0.0892445469997627,0.36381635164064796
4,25287.0,12643.5,1.60646943566865,0.876102155190071,1.0075448462250571,26.647191416762247,78.09088252363985,21.7905427598183,110.3801251745045,63.112172100505305,0.3640416835538305,0.35745489037339195,0.237157509349392,0.57838225144626,162.0887447943845,169.08298778197502,0.08316334256593086,3.32092856179273,1.6305731380408153,0.023899318695343598,0.01637547019612285,0.02927983995522165,0.044396770910402,8.391257449220165,4.559990992686595,12.826344772857162,6.712917727057535,33816.2729173886,17782.473489926997,110686.42414050951,125377.87405292649,0.122285940790621,0.3049670160517235,0.08384080071480579,372.72060640572096,210.306449266627,153.911460377118,109.90103982727865,218.80914602860298,100.40540943934815,21.3624600469323,1.393007590386275,0.579127119405048,28.63774314445175,4.614319800300735,0.11849040768516349,0.19228463383518352,12643.5,0.09091049059276458,0.09800986989739159,0.30264230270577824,7.3071117545543345,8.169959793650925,0.6881005617626339,1606.5,1590.5,0.0326049423004773,0.01657217424117272,0.003996639606215349,0.04445976830807475,0.01142222927733165,0.0042227605881157,0.22996302485203252,2.954502801573091,0.9975842303050161,0.43705726668934697,1.957015663484422,0.950169169598404,0.30122912667615953,0.30092576728621545,0.3040269489245955,0.302201319930947,0.28985146287322705,0.3007208507229915,44.037821899143495,39.0648951083044,43.58698895436565,0.1575864108485625,0.36608259599360354
5,24940.0,4988.0,1.1564972208866304,0.9829560125589001,0.9887695249179211,26.95248182080992,80.81458415468273,25.79411868105334,118.7822992761058,68.54570067986852,0.36200813473033777,0.38332278885792415,0.26041218974346797,0.5617901408668906,200.096197210203,206.5637440393064,0.1047166855570919,3.3786660433686864,1.859075575944328,0.022039349921966562,0.01462284271862096,0.029485543641090663,0.035851545477163314,8.205549521324587,4.466218016712619,15.024298641674699,6.294697340355756,33433.78095785782,17803.725464373878,103713.4778058008,108250.0931663482,0.127859031485731,0.2692215879438692,0.08665796469510166,386.83859076879446,270.34353849364436,162.86681447173981,144.4045702533684,223.97177629705462,125.93896824027595,22.226319551956742,1.4441438059169034,0.5501331864435848,31.295254349868355,4.820261430782329,0.12536461624038958,0.201275731360285,4054.0,0.00202406576639654,0.189875274990508,0.00133635222689754,7.906174478478019,8.13501705436966,0.454411263722395,1607.0,1599.0,0.00585008856881794,0.0196767736953578,0.00292668553751136,0.00560513309459824,0.0307531864521106,0.00352236400284471,2.23441396508728,1.02957672421348,0.801161988645408,2.67220963756178,0.659983074018619,0.9019789280806229,0.264123809255757,0.27674819253685495,0.270383787033939,0.27597170228011997,0.30520759471926,0.28277331914945003,41.7115772106681,40.6156363193342,43.7041720844979,0.15685110500697302,0.353314684016263
6,11384.0,3794.6666666666665,1.3340515926049765,1.040728963031701,1.0145929312314232,25.958503009410197,64.9200334903774,21.721405188108132,113.64297717733534,65.7484004388505,0.3955130154985576,0.39330778250693693,0.259171997625559,0.550169821869838,167.04923415297168,189.45371259172802,0.08473883689146093,3.2128835852994033,1.6907261966787832,0.024570982452323035,0.016914409638708033,0.030404624306371933,0.0459291631560198,7.216349875504033,4.076291416464907,10.760808360848928,5.023877743241443,40487.70785267643,21361.857021176966,112425.987580445,123598.82875814533,0.14046338810401368,0.30617745076697167,0.09248250112881955,280.78137458903865,197.02603916465932,120.31876307976098,102.50202197193472,160.46261150927734,94.52401719272471,16.484574148501533,1.3822012090876932,0.5596491615848193,24.07696510602513,4.032836987270819,0.14023039307441934,0.22112845497307265,2814.0,0.00942297915729485,0.21052080413563895,0.10888210835539099,7.4341848769607495,7.29110160475119,0.5949918808331031,1598.0,1570.0,0.0284576527953485,0.0139185790449121,0.00391258457832122,0.0331914965788923,0.0139402277998538,0.0038644907813124205,0.841806570708709,0.9632873980700071,1.1284245968456499,1.08516371125876,1.51382806407103,1.06881129271917,0.298054315353759,0.279660175194344,0.27137982499083196,0.296716141013958,0.30460137962960804,0.291271776279961,62.208723534332506,39.4316904123985,47.01731179043329,0.15614590928034,0.29778148138449295
7,12232.0,6116.0,0.923706352098844,0.6952357458581415,1.4250169995110629,25.808969940291455,74.49688717045915,17.60710331003925,103.96865020754254,60.996216936071605,0.364504262075915,0.338625566998503,0.2057983397455275,0.56708102551741,113.04769202937524,125.70634494184279,0.058647791370858,3.29308347808284,1.4418629480547849,0.0241952786956845,0.017463726550943,0.02648944362817815,0.04995650345809625,6.985601491307845,4.079071860990945,8.69194917556543,5.137991165423765,39182.7493462641,20500.52551652475,117606.617560758,139907.726741556,0.137594056892446,0.34496240513164644,0.09281736735414509,319.1075334359,162.827644922988,133.7551640111925,86.70486185192875,185.352369424707,76.1227830710591,18.76525936722465,1.386521105805265,0.5733095578593326,33.53456472395645,4.5242308067713495,0.136728585828981,0.2242046114584885,6116.0,0.170587893355509,0.04297659674423385,1.5064996265303918,8.010510644487354,7.23132658539822,1.1180148670822114,1602.5,1573.0,0.05380073792654155,0.0429896950457784,0.0011218698568295925,0.0314316347971337,0.02369618625299508,0.0028536323045626802,1.0287849764661106,0.638522877754488,1.567064541283925,1.0590879314707204,3.3136803924957787,1.248070002499503,0.28458655906795655,0.294217354026989,0.27704635264085403,0.26967246727936,0.288645860507913,0.29692141462191846,72.1451280236945,50.98059917345175,57.73379032795435,0.1330863094927855,0.26212657865746003
8,7070.0,3535.0,1.56828269284793,0.9865992310330709,0.9112825115872432,25.8887235103326,66.31178161478925,26.6195950684551,114.5523971739695,64.8758898123253,0.38886423634527645,0.381399059319274,0.269869994554746,0.5699717695350286,190.5953425504435,178.97403185734947,0.1172537046574828,3.2315321364409,1.6610834034194948,0.02573495383644745,0.01917625878495455,0.02834004555127875,0.04473169567923205,6.956990863414015,4.102282606905614,15.669606915632333,6.564960176025615,41214.886695996945,21995.09500452075,96213.3241531667,109356.4518081928,0.140176614155598,0.275699198274221,0.09243112581714025,284.95530963791055,335.691357110918,121.3819928564715,172.976120193647,163.5733167814385,162.7152369172707,18.71064793133845,1.391256871797705,0.565135960982269,28.4920947936614,4.336480261093315,0.147313407010917,0.2366453969813015,3535.0,0.03705768908320415,0.15440960940689474,0.21879413918975513,8.21230065127433,7.92070782897785,0.5132002847642145,1600.5,1571.0,0.015053870183621726,0.017739491886116628,0.0042781506444606356,0.03709750838409945,0.02622352727149145,0.00444152256129849,3.289767794681176,2.54393881969653,0.8444650445950395,0.26738034303452396,0.9601837470245944,0.7691052598307799,0.2986443859650735,0.269091956825263,0.31756362030937557,0.309302408512668,0.27733046637263203,0.30108943038273694,52.5529569197252,49.12855317882796,47.9099965667323,0.2079170360380335,0.33746814570487604
9,7510.0,3755.0,1.3293261133884051,0.79109325578179,1.4495398865597648,24.890121732742,66.22671509393015,13.766686732119698,105.3878614619363,59.722443948629554,0.3690383498970755,0.3177779724741495,0.181615337917987,0.596009855673423,104.15090939480855,115.61302365174001,0.051498463273487755,3.19834606534706,1.275819924194285,0.027799642539737948,0.02177238440257705,0.024551502889245347,0.045011704219392254,6.697614831652439,4.10136957496284,8.36262686171311,4.703323715845725,46390.2062602631,24112.4778631335,122924.53048498351,141550.1142527135,0.14503333180826,0.33785707872639903,0.0966054820267376,287.5576164879215,129.55293283267,117.14028679579599,71.42668839806583,170.41732969212552,58.1262444346043,15.06914787284235,1.1880103399431299,0.6211621836834845,31.9523849700445,3.5541861431958095,0.1378641922312905,0.2273096094335015,3755.0,0.43967227967432404,0.3786335614714864,0.8336533327069606,7.692120026884755,7.372057398124779,0.6753867401475715,1588.0,1483.0,0.015590585288833926,0.019785149410041898,0.005599088499312135,0.048985957206507946,0.0410770945082621,0.00984198205447941,2.66588472957485,2.2248197128104703,0.778699090760623,7.520131180230315,1.073390756412003,0.48221872865239845,0.276853200424501,0.2856964779830665,0.2830305958864465,0.2957669992892505,0.28157917469446003,0.28378583129552803,59.31476004818251,59.282006564678696,50.88040216789925,0.1507551842309945,0.221633060793614
