MAP_ID,sim_count_best,calls_ratio,sms_ratio,vol_ratio,active_days__allweek__allday__callandtext,number_of_contacts__allweek__allday__text,number_of_contacts__allweek__allday__call,call_duration__allweek__allday__call__std,call_duration__allweek__allday__call__mean,percent_nocturnal__allweek__allday__text,percent_nocturnal__allweek__allday__call,percent_initiated_conversations__allweek__allday__callandtext,percent_initiated_interactions__allweek__allday__call,response_delay_text__allweek__allday__callandtext__std,response_delay_text__allweek__allday__callandtext__mean,response_rate_text__allweek__allday__callandtext,entropy_of_contacts__allweek__allday__text,entropy_of_contacts__allweek__allday__call,balance_of_contacts__allweek__allday__text__std,balance_of_contacts__allweek__allday__text__mean,balance_of_contacts__allweek__allday__call__std,balance_of_contacts__allweek__allday__call__mean,interactions_per_contact__allweek__allday__text__std,interactions_per_contact__allweek__allday__text__mean,interactions_per_contact__allweek__allday__call__std,interactions_per_contact__allweek__allday__call__mean,interevent_time__allweek__allday__text__std,interevent_time__allweek__allday__text__mean,interevent_time__allweek__allday__call__std,interevent_time__allweek__allday__call__mean,percent_pareto_interactions__allweek__allday__text,percent_pareto_interactions__allweek__allday__call,percent_pareto_durations__allweek__allday__call,number_of_interactions__allweek__allday__text,number_of_interactions__allweek__allday__call,number_of_interaction_in__allweek__allday__text,number_of_interaction_in__allweek__allday__call,number_of_interaction_out__allweek__allday__text,number_of_interaction_out__allweek__allday__call,number_of_antennas__allweek__allday,entropy_of_antennas__allweek__allday,percent_at_home__allweek__allday,radius_of_gyration__allweek__allday,frequent_antennas__allweek__allday,churn_rate__std,churn_rate__mean,calls_ratio_var,sms_ratio_var,vol_ratio_var,calls_entropy,sms_entropy,sms2calls_ratio,calls_isolation,sms_isolation,og_calls_work_ratio,og_sms_work_ratio,og_vol_work_ratio,ic_calls_work_ratio,ic_sms_work_ratio,ic_vol_work_ratio,og_calls_peak_ratio,og_sms_peak_ratio,og_vol_peak_ratio,ic_calls_peak_ratio,ic_sms_peak_ratio,ic_vol_peak_ratio,og_calls_week_ratio,og_sms_week_ratio,og_vol_week_ratio,ic_calls_week_ratio,ic_sms_week_ratio,ic_vol_week_ratio,dist2d,calls_dist_mean,sms_dist_mean,calls2d_ratio,sms2d_ratio
0.0,69862.76224548384,1.0507783955889394,0.8780151715482163,1.0227831788347062,27.361566868221242,75.18213262431003,27.80707180737544,124.64571435861245,69.75375476293873,0.3720804343709471,0.39328399462384844,0.2691598109118686,0.5377426965657349,203.83117981214446,197.78968292842256,0.12398100160732174,3.3186443080607972,1.8475602080382734,0.022100289765335193,0.01436299897895374,0.02961935479640571,0.0345093808955131,8.060382918451879,4.381525051166459,22.923417122556906,8.747549598508483,32298.782637118213,17393.14025494864,100126.43624590656,105293.94663528986,0.12453807199664575,0.25466660915773986,0.08448412715786212,344.6075232933108,424.36836211081965,153.4566261565274,217.58668104457777,191.1508971367835,206.78168106624187,22.480529225438527,1.4654131256617515,0.563288205929203,22.584196990722265,4.4723141918701135,0.12335552858357483,0.19089826404908236,0.0514066230008512,0.0200869408257204,0.00111615868948406,7.7180330712049905,7.06678736080084,0.611803078464804,1608.0,1592.0,0.0309271110009476,0.0333406482425341,0.00238367073658012,0.0156747124876571,0.0371865745413788,0.0010374262711083401,1.6937090383974498,0.9566891441891441,1.59397067508923,1.59316347207919,0.8257134982851541,1.4276023561220499,0.274005750019719,0.2955002368756369,0.286567362889688,0.288912661826416,0.299556313888922,0.291691379853174,21.025838040310603,39.1061367980864,26.3051892483068,0.179575091177474,0.35589489337463903
1.0,106076.94262000965,0.9442199458192793,0.8287434883830681,0.9951684506576555,27.20281074827414,78.65051985469692,27.198081172087964,119.00424304716245,67.25234931788715,0.3890783691620961,0.3993966483045524,0.2610612882535421,0.5483172663747389,196.0559010430358,195.59652579799274,0.11275266647350835,3.3538652573801913,1.8452358822701243,0.022146480327227516,0.014166541822375362,0.029587025026462262,0.03549340452483981,8.13052424034993,4.409400432396672,19.656483300786913,7.782926335458036,32022.98829861926,17082.158095598803,103520.11850481718,109128.47749698588,0.12421340140215352,0.2668210420930485,0.08443316557289773,363.470554581143,356.06331482507596,158.64065254937373,183.65264924200184,204.82990203176914,172.41066558307406,20.97808566347986,1.3893728690340852,0.5819662686786438,24.702461657420848,4.268684607017977,0.11049569726835749,0.17154101392652918,0.0224289843234305,0.00843183143361054,0.00296183474629402,7.22435517156222,6.784894800721871,0.7859488524252971,1608.0,1603.0,0.031298806292131,0.0326922327887874,0.0011286898667738198,0.0124246680273435,0.0195241048085965,0.0007587808269834991,1.8749971476165501,0.8908218773353729,1.7097577206516599,1.9355544337876498,0.924810082872928,2.38424079754601,0.277424717198777,0.30081022061233303,0.29227630990034603,0.28267801440420504,0.2992401605851,0.286231176938017,29.734436700424,35.2322619358667,24.7769239611599,0.151032465689322,0.312894480815048
2.0,25461.055984012244,0.8512809150487525,0.8298524432936879,1.0062151552571412,27.317463023243636,76.5926439416728,24.981282792733534,115.99271576522514,65.55609819127451,0.3669037479613491,0.38693584058272495,0.2553880214166719,0.5469362629604145,178.47711066953082,179.32598122540094,0.10968760529514651,3.330241903376317,1.7583066431545629,0.022257351324015164,0.014658577988854378,0.02979134805937617,0.0389630889797288,8.182968144754296,4.479337904315473,20.93142507391672,8.386758617169697,31290.502325266014,16726.624170793897,105676.12726645963,114898.5342246505,0.11924369267994288,0.27699103327580266,0.08265991967610065,362.18243164518753,366.1525853390322,159.48346409992274,190.0004246240667,202.69896754526445,176.15216071496627,22.110248298699915,1.3708527515247297,0.6005233662621255,21.855732018750885,4.1789480475644964,0.1165768254191024,0.17710694141387867,0.25277134116996697,0.0363797457229957,0.19819130286165196,7.04286874571594,6.93251847275486,1.53152083082968,1609.0,1596.0,0.043953083583302,0.0333406482425341,0.000735889631470053,0.0196724144081111,0.041017839405003996,0.000823853515321094,1.26497130274699,0.8494983907094051,1.76786009363812,1.22819933074071,0.7713655350215051,1.73806224014111,0.224852435702308,0.307461477058827,0.279797023545927,0.23222531664185003,0.300278764849358,0.280366615869835,21.0021642011229,36.090083514899604,26.9657025033082,0.160402094720786,0.305620829925198
3.0,22215.72784145068,0.6152631510161054,1.3218428714063433,0.9712038184023484,26.601945234035412,73.58039798034451,15.138641395795512,103.22055824774587,58.901200069624046,0.35884652026187674,0.32923406305900077,0.19026322549008964,0.5935621757466158,110.01803581993238,121.93954057480961,0.05679513099375675,3.285426915638872,1.4050321794993252,0.0251005833135815,0.017313285884068816,0.027505734921561054,0.045004523634485954,8.39891885889899,4.7119526082269365,11.401489874463428,6.214328770523644,33207.926714186375,17238.402412306124,124770.24825857008,145037.2762728224,0.11566339895697117,0.336308717864781,0.08025014679816471,364.57967404833914,154.4652906944407,147.64692902198723,81.27689810153393,216.93274502635157,73.1883925929066,16.35707928028938,1.1011171199913634,0.6710028613389876,28.651304197223443,3.264037257195599,0.11837929118814981,0.17235646502666468,0.770666092936555,0.0941532588505935,0.00249617192098987,6.63409433514733,7.3167104120803,1.91907426439801,1607.0,1575.0,0.0856456437428883,0.0405734532417189,0.000981464509943329,0.0251320521834314,0.0414254893126655,0.0007232434409766231,0.678041625925409,0.9011243077955741,2.49144286466561,1.52908188145587,0.743408285248532,1.6619578909483501,0.32209136246393,0.283996465754008,0.28526519917009996,0.281891659013687,0.303816446226656,0.27774155883653195,41.5397839460559,46.9388691921044,62.8197289906769,0.0892445469997627,0.36381635164064796
4.0,38348.37761898843,1.36258582971658,0.9041364057142564,0.9897439332673801,27.142903971871373,80.02808977102434,28.80896712036254,123.02900898530159,69.28979241120209,0.37489226710278,0.39235261478044,0.2716501749725702,0.5537498922756842,209.07439751528943,203.02662558608873,0.1220634699062112,3.3661222839365976,1.870319516431816,0.022026018799339145,0.014550734110528712,0.02920969118312908,0.03637193320859021,8.131078574224219,4.397797880244439,21.876649661585397,8.341319242108568,32714.337725857993,17473.967281599093,98457.79639023796,105062.83592744992,0.12686474158888156,0.2627331616169683,0.08548671468341178,371.21883987994755,393.07809961578454,159.63862170218033,203.13068432640648,211.5802181777671,189.947415289378,22.10159677577509,1.487250241143435,0.5417406073389528,28.325155319256446,4.705805259595296,0.12410281546264179,0.19782016188453028,0.0133052510501272,0.0541976267654232,0.00360229308361344,7.59348078225872,7.79340629265435,0.6172028590678299,1607.0,1601.0,0.0158192401611586,0.0239175401956572,0.0033087510213691,0.0287271477682789,0.0307531864521106,0.0037097689162158202,1.6143158417069798,1.1205875589283703,0.9370269205158521,0.789247519494001,0.9031542551456441,0.9019789280806229,0.294723508562623,0.30034794599942,0.303187000020709,0.292052486464544,0.293992266342746,0.298154171712501,42.8100542346764,40.1733838450802,38.5918093634397,0.166154303671012,0.34457550278019006
5.0,24750.234079974663,1.20148801131793,1.0234862259754227,1.0063295229937492,26.95062574587871,80.44216772703147,24.944483804869655,117.14387060211286,67.68523276967035,0.36473346100523185,0.38317177703213984,0.2556642765896133,0.5643110945863122,193.39328451513828,201.53360940553225,0.10117193199323098,3.3747247625876415,1.8330797426448502,0.0221514231520366,0.014666393228424644,0.029548580332710583,0.036330959702926255,8.207334270054199,4.475408227181837,14.555314789234778,6.187826244193762,33228.448461584754,17638.574789396436,105624.39684536438,111010.9465600012,0.12637202523854973,0.27384835084477466,0.08594463338076727,385.131840289862,258.3757304503955,161.39331941024247,138.2754422844678,223.73852087961956,120.10028816592762,21.889991952097304,1.4428086623388925,0.5522247281362588,31.64223597665623,4.740212005921131,0.12509173284219388,0.2004345561190868,0.00196263972717082,0.189875274990508,0.00133635222689754,7.906174478478019,8.13501705436966,0.454411263722395,1607.0,1599.0,0.004837953161546221,0.0196767736953578,0.00297292373906973,0.0055727559008145,0.0307531864521106,0.00377956477750447,2.41530623628723,1.02957672421348,0.801161988645408,2.8371734805211495,0.659983074018619,0.46324732655934797,0.275107952346503,0.27674819253685495,0.270383787033939,0.28200979739582,0.30520759471926,0.28277331914945003,41.7115772106681,40.6156363193342,43.7041720844979,0.156490254569419,0.353314684016263
6.0,31125.907706465077,1.2479489319206611,0.9900807630210366,0.9994733345268724,26.374223588464563,68.85207747422102,24.931694921446425,117.66170923498274,67.13632759308595,0.39478947639779177,0.39935508303923767,0.2679427947135967,0.5452482428929034,186.46226461050912,196.05463314280922,0.10234532191552494,3.2576556991269006,1.7731524514866215,0.02361602668969441,0.01603807536300705,0.02983701761057114,0.04176325046683996,7.3974507623379075,4.130545587408509,14.975615011791866,6.284097820368297,38169.5603610462,20238.888791078552,105972.53461635564,114783.24223977236,0.13727918538101114,0.28584452734367155,0.09071169914569985,300.104715756534,288.5215204222379,131.09586371643357,149.29489270094817,169.00885204010018,139.22662772128976,17.62919585194825,1.4035298595419887,0.5592887566582412,24.86651323831687,4.0746235474234895,0.13842378057649915,0.21604390760527542,0.00942297915729485,0.21052080413563895,0.10888210835539099,7.4341848769607495,7.29110160475119,0.5949918808331031,1601.0,1589.0,0.0284576527953485,0.0139185790449121,0.00391258457832122,0.0331914965788923,0.024717033313712004,0.0038644907813124205,0.841806570708709,0.9632873980700071,1.1284245968456499,1.08516371125876,1.0189180650796301,0.9700602737668291,0.298054315353759,0.28208649608295,0.28726073691873605,0.296716141013958,0.30002834368626097,0.291271776279961,61.571495466088706,39.4316904123985,43.7202299649782,0.14356028293881198,0.295438239061797
7.0,11981.357713616442,1.0416475280323074,0.725686240133066,1.3647305165509644,26.125429357453427,73.0598195495262,21.257560074643763,112.22607385249493,64.54797507048784,0.3723895197764247,0.3599477311630139,0.22960834268015706,0.5620879770392394,143.0017510642403,147.9795445530316,0.07988720377881421,3.2847668959413907,1.572294447647042,0.024064202891069194,0.016895530487150593,0.02725267860968863,0.04623160729689841,7.159492403452102,4.081430989325138,11.837414645549734,5.97869309475182,38451.782925841464,20215.45135743105,111085.64295239306,129036.7158228025,0.13710943800814773,0.31970938098926815,0.09149521359344108,312.379582532535,222.76975149544793,132.26796930369306,117.06303014484791,180.11161322884158,105.70672135059989,18.40987917587737,1.3517954397625775,0.5854992963882374,31.702352368362018,4.323937738488387,0.13528127309926077,0.21773052694977219,0.127750296590634,0.0441528899267584,0.22190082482313397,7.67840568528407,6.88506969469844,0.5820204019723829,1605.0,1579.0,0.0357014524169897,0.041292392458067,0.0018360019484464601,0.0217038070580292,0.0411611431017391,0.0038972556461747297,1.57530868880754,0.591492314984088,1.01694624246691,0.700883140276701,0.715360784991557,0.8839339579665358,0.294949836184092,0.29497376216140697,0.28726073691873605,0.297281028129733,0.29649154980055603,0.29246187032978604,70.70813488390459,49.019626831488,51.3441226508873,0.134624592853057,0.246881654529068
8.0,10405.635236124854,1.3646422616080018,0.966259153824445,0.9638640427916365,26.38962273612525,73.19490074865234,30.373843606898145,122.58969735129969,68.42767606192587,0.3892300023622183,0.3904199986332481,0.273146600065696,0.558012487150499,210.24754540414438,193.34758184951693,0.1277888992515918,3.29385410606812,1.801627200235784,0.02412465629643451,0.017338031135377484,0.027474475201538607,0.03873630364067534,7.2052953494819345,4.117351139074294,19.194135491058557,7.453320552116147,38604.50604575913,20591.920086086728,93151.5640373205,101795.23761755988,0.13817009855122575,0.2591694868921236,0.09074914833907073,317.72692100727335,397.62512001196257,137.3928572776072,205.8995588533376,180.33406372966584,191.72556115862486,20.125832395737365,1.4310797383027998,0.5568960343689656,29.88820584272278,4.484213578957899,0.14619916454930515,0.23200470754309063,0.0396133725544322,0.0995733674220145,0.00676369785359021,7.79573674292063,7.18673579766898,0.5409762023715701,1606.0,1585.0,0.0158192401611586,0.0128711813715018,0.0039890048805457205,0.0361070652676214,0.0296309356956324,0.0043296387276802895,1.6143158417069798,2.3132504739835698,1.18206058276682,0.41213278805704295,0.9469462065826529,0.7563309276782891,0.289906858937385,0.278789635405359,0.31215562671916103,0.292036917022719,0.28666473974809803,0.300955144869145,55.45014429931889,44.968194117472706,39.314245526297704,0.19549827788192398,0.306879358214689
9.0,5914.56601246931,1.1602447557787077,1.2386651102272062,1.2373505879229565,25.521970108390626,69.20895840090392,14.49847787206331,103.95698642297477,59.0214326692027,0.36472974198820796,0.3201044663024368,0.18514432227118968,0.598387958048678,109.11425127326022,117.42860149545247,0.05658898061380458,3.2351718304217574,1.310343649878234,0.026822149597242915,0.02034776186819217,0.0254382073865119,0.04547441139485839,7.257494369892738,4.317927909837247,10.561514658059734,5.644530528188956,41364.322397937016,21529.640427005816,122369.58360918306,142073.65740855178,0.134103958639908,0.33317447396218947,0.09040241076388827,318.1182550308347,149.58159427197765,128.6106307419538,82.18022659344946,189.50762428888095,67.40136767852816,14.96053125156383,1.1079293069059488,0.6564259988641618,31.65262117346395,3.2124646341798617,0.12907798789462932,0.19891349451588047,0.0454728066023988,0.0995733674220145,0.00249617192098987,7.14197375763141,7.18673579766898,0.48542436715685905,1595.0,1552.0,0.0262864963960849,0.0269551763550834,0.0040620276078005,0.0380879515005775,0.0366983209766392,0.0043296387276802895,1.33644301813568,1.09348334010565,0.8473032629558539,7.01337325349301,1.07192148133158,0.5531773987657049,0.284750322870716,0.28315009472930297,0.28426396890119,0.28989961939512104,0.29649856381529804,0.286352538422759,56.7508971799613,54.0149583148879,53.8003111344028,0.117087133862592,0.253291722494913
